298.15	28.01652272
299.15	25.78109591
300.15	28.12246369
301.15	27.54085114
302.15	27.09350645
303.15	27.93254325
304.15	27.20280387
305.15	26.62811861
306.15	27.41508912
307.15	26.36260877
308.15	28.60528274
309.15	27.93831921
310.15	28.39556306
311.15	27.58913785
312.15	29.23487093
313.15	29.23949243
314.15	28.59190438
315.15	29.30292484
316.15	29.18072495
317.15	28.69068931
318.15	29.71001966
319.15	27.8839173
320.15	28.15318177
321.15	29.56702549
322.15	29.96771813
323.15	29.05617849
324.15	28.97089316
325.15	29.8015275
326.15	27.94540128
327.15	28.8094727
328.15	30.56247366
329.15	28.07941185
330.15	29.46216432
331.15	30.70011531
332.15	30.63774351
333.15	28.08052748
334.15	28.54449565
335.15	29.36401401
336.15	31.19140928
337.15	30.38869563
338.15	30.04340228
339.15	31.21451397
340.15	29.87364607
341.15	30.68851452
342.15	30.3890276
343.15	30.0793141
344.15	31.68333745
345.15	31.81578013
346.15	31.15091891
347.15	30.5522797
348.15	30.50461263
349.15	31.56551466
350.15	29.57287431
351.15	29.91436077
352.15	31.16906535
353.15	29.57482104
354.15	30.90443505
355.15	32.05291307
356.15	30.3269826
357.15	31.52735177
358.15	32.23615008
359.15	30.08932437
360.15	32.72957694
361.15	31.63574576
362.15	30.25230346
363.15	31.35377082
364.15	31.53507384
365.15	32.07295814
366.15	31.80160299
367.15	30.80446026
368.15	32.5993164
369.15	33.15101916
370.15	32.5978031
371.15	33.15928937
372.15	32.68005666
373.15	32.15920305
374.15	32.53611539
375.15	33.09868843
376.15	31.57350818
377.15	33.52918302
378.15	33.27671274
379.15	32.96323314
380.15	34.54632903
381.15	34.06154117
382.15	34.51310009
383.15	34.65584
384.15	32.08996482
385.15	35.02900722
386.15	32.40432739
387.15	33.59114993
388.15	34.9909842
389.15	33.79585809
390.15	33.50105876
391.15	35.30108422
392.15	32.36004812
393.15	33.53795477
394.15	34.26556343
395.15	32.96233192
396.15	35.09334128
397.15	33.2410141
398.15	35.01635084
399.15	32.9785752
400.15	35.45936094
401.15	33.06429448
402.15	34.68393475
403.15	34.57019898
404.15	33.14674255
405.15	33.99468111
406.15	35.66676296
407.15	36.63934114
408.15	36.76426127
409.15	34.13165893
410.15	35.61782147
411.15	35.79024785
412.15	35.37141471
413.15	34.13319425
414.15	35.93417948
415.15	35.29975043
416.15	37.1933211
417.15	36.40520365
418.15	37.16513898
419.15	36.88064082
420.15	36.47193366
421.15	36.93774183
422.15	37.20995277
423.15	35.7686595
424.15	35.23721031
425.15	37.45934884
426.15	35.02559775
427.15	35.64522032
428.15	36.48219251
429.15	34.9634855
430.15	36.52138361
431.15	37.87187132
432.15	35.58389657
433.15	35.63773928
434.15	37.74000364
435.15	37.7625581
436.15	35.92768592
437.15	37.29201081
438.15	39.00907263
439.15	36.36787085
440.15	37.75448994
441.15	38.37767312
442.15	38.24948897
443.15	38.19631318
444.15	36.65303203
445.15	39.58341924
446.15	37.05015251
447.15	36.56543238
448.15	38.8673833
449.15	37.52578226
450.15	39.21916132
451.15	37.79973158
452.15	39.96654447
453.15	36.61612999
454.15	38.05689831
455.15	38.99948804
456.15	40.43533245
457.15	37.30979142
458.15	38.36295645
459.15	37.48444589
460.15	38.88825063
461.15	40.89510381
462.15	37.41152023
463.15	39.46801129
464.15	38.27881486
465.15	40.62990891
466.15	38.09096221
467.15	37.78752142
468.15	38.37488938
469.15	38.5257808
470.15	39.98853476
471.15	38.88222122
472.15	39.49359873
473.15	39.48672912
474.15	40.51320054
475.15	39.14854903
476.15	41.39271797
477.15	42.10435345
478.15	39.92621377
479.15	40.05832089
480.15	40.11053445
481.15	39.59981074
482.15	38.72597518
483.15	38.72516397
484.15	38.95816273
485.15	40.24170462
486.15	38.99868565
487.15	42.36762742
488.15	41.5250094
489.15	42.84076691
490.15	40.85620746
491.15	40.10853994
492.15	42.46453689
493.15	41.52619736
494.15	42.95084432
495.15	42.17491208
496.15	40.26981626
497.15	41.34630515
498.15	40.45045943
499.15	41.05965368
500.15	40.06765688
501.15	43.61179943
502.15	43.20236939
503.15	42.26536304
504.15	40.97694835
505.15	40.40017246
506.15	44.11875767
507.15	43.71959744
508.15	42.5800993
509.15	41.20823299
510.15	42.29324012
511.15	41.38488594
512.15	43.93870755
513.15	41.8669773
514.15	42.16511455
515.15	44.84769641
516.15	41.78008304
517.15	40.76849136
518.15	44.54209337
519.15	43.61335433
520.15	44.412907
521.15	42.22513384
522.15	44.61070884
523.15	41.17928114
524.15	45.44887685
525.15	45.42127664
526.15	42.16743374
527.15	41.99179444
528.15	43.33794766
529.15	42.58457424
530.15	43.67740216
531.15	43.45412285
532.15	45.25608192
533.15	43.95107401
534.15	46.01141729
535.15	46.05927709
536.15	44.89713602
537.15	43.6577189
538.15	42.56770831
539.15	43.60244469
540.15	43.61597773
541.15	43.63550648
542.15	43.23759868
543.15	43.92442965
544.15	44.61954045
545.15	45.52932744
546.15	42.89614084
547.15	46.04883567
548.15	44.92696153
549.15	43.96193106
550.15	46.22043182
551.15	43.61713066
552.15	45.0727318
553.15	43.4538349
554.15	46.05658311
555.15	43.46753354
556.15	43.56600303
557.15	45.17965375
558.15	47.46386053
559.15	46.32123908
560.15	46.80544453
561.15	46.9181719
562.15	47.16785308
563.15	48.27165341
564.15	44.2355917
565.15	46.32600435
566.15	45.81577094
567.15	47.0969053
568.15	44.0226168
569.15	44.13249695
570.15	44.28529481
571.15	45.73561556
572.15	45.5216349
573.15	47.41503352
574.15	46.60060926
575.15	47.83300077
576.15	45.81594762
577.15	45.60062963
578.15	48.93823196
579.15	48.34581915
580.15	48.49636845
581.15	46.58229199
582.15	46.16955779
583.15	45.71736345
584.15	49.64314186
585.15	48.84277801
586.15	47.64218144
587.15	48.13916938
588.15	48.38632729
589.15	49.77157664
590.15	46.50874976
591.15	48.28754329
592.15	47.05263115
593.15	47.70749677
594.15	50.17132579
595.15	49.008217
596.15	45.90663095
597.15	46.13236959
598.15	48.86642554
599.15	47.77362191
600.15	48.10461839
601.15	46.86984119
602.15	46.31538201
